iter	Logloss
192	0.0006598808951
193	0.0006598710693
194	0.0006598678326
195	0.0006522895924
196	0.0006522932337
197	0.0006522843906
198	0.0006513335487
199	0.0006513398487
200	0.0006513426231
201	0.0006430425383
202	0.0006430287245
203	0.0006430228291
204	0.0006430260658
205	0.0006430194768
206	0.000635695723
207	0.0006356936423
208	0.0006356817936
209	0.0006356786147
210	0.0006356765339
211	0.0006356757247
212	0.0006356826606
213	0.0006319609045
214	0.0006319687651
215	0.0006319485356
216	0.0006253247208
217	0.0006170859024
218	0.0006170880987
219	0.0006170880987
220	0.0006170857868
221	0.00061708544
222	0.000617079429
223	0.0006170779262
224	0.0006170822033
225	0.0006170673491
226	0.00061705735
227	0.0006170540555
228	0.0006170601821
229	0.0006170696032
230	0.0006170523215
231	0.0006170241159
232	0.0006170256186
233	0.0006170135388
234	0.0006170016323
235	0.0006159152531
236	0.0006143217506
237	0.0006083633112
238	0.0006083633112
239	0.0006083536011
240	0.0006083615195
241	0.0006083602479
242	0.0006083593809
243	0.0006083454515
244	0.0006083492662
245	0.0006083330248
246	0.0006083404808
247	0.0006056430862
248	0.0006056564377
249	0.0006056564377
250	0.0006056378844
251	0.0005985975163
252	0.0005934060619
253	0.0005934048482
254	0.0005934229969
255	0.0005934137491
256	0.0005933991261
257	0.0005933913233
258	0.0005933913233
259	0.0005933824224
260	0.0005933771049
261	0.0005933760645
262	0.0005933621351
263	0.000593374215
264	0.0005933643315
265	0.0005933513268
266	0.0005933531186
267	0.0005933574535
268	0.0005933564131
269	0.0005933356635
270	0.000593337802
271	0.0005856702054
272	0.0005856632696
273	0.0005856578943
274	0.0005856578943
275	0.0005856589347
276	0.0005856588191
277	0.0005813795395
278	0.0005813561889
279	0.0005813809845
280	0.0005813650899
281	0.0005813605816
282	0.0005813556109
283	0.0005813538192
284	0.0005813508715
285	0.0005813489063
286	0.0005813337631
287	0.0005813368265
288	0.000581344976
289	0.0005813205851
290	0.0005813205851
291	0.000574127687
292	0.000574127687
293	0.0005741235833
294	0.0005741108098
295	0.0005672459755
296	0.0005672592692
297	0.0005608124909
298	0.000560808156
299	0.0005608023762
300	0.000560220346
301	0.0005602181497
302	0.000560198556
303	0.0005602023129
304	0.0005535312768
305	0.0005535361318
306	0.0005535138794
307	0.0005535278089
308	0.0005535278089
309	0.0005535204107
310	0.0005535034757
311	0.0005535103537
312	0.0005534991986
313	0.0005534967711
314	0.000553499083
315	0.0005534886793
316	0.0005534849802
317	0.0005534885059
318	0.0005534885059
319	0.0005534861362
320	0.0005481390885
321	0.0005481338288
322	0.0005481238875
323	0.0005481327307
324	0.0005438045536
325	0.0005438045536
326	0.0005437986581
327	0.0005437946122
328	0.0005437842663
329	0.0005437828214
330	0.0005437712617
331	0.0005437664644
332	0.0005437564653
333	0.0005437768103
334	0.0005437538066
335	0.0005437665222
336	0.0005437449056
337	0.000543750512
338	0.0005437422469
339	0.0005437432872
340	0.0005376289077
341	0.0005376208159
342	0.0005376177526
343	0.0005376237636
344	0.0005376040544
345	0.0005375907607
346	0.00053761677
347	0.0005375911075
348	0.0005375897204
349	0.0005375876396
350	0.0005375907029
351	0.0005375759065
352	0.0005375759065
353	0.0005375759065
354	0.000537588391
355	0.0005375786809
356	0.0005375475853
357	0.000537537066
358	0.000537543077
359	0.0005375225008
360	0.000537514698
361	0.0005375128485
362	0.0005375025025
363	0.0005374925034
364	0.0005374921566
365	0.0005374951621
366	0.0005375045255
367	0.0005374847584
368	0.0005374847584
369	0.0005374847584
370	0.0005374908273
371	0.0005374831401
372	0.0005374851052
373	0.0005374800189
374	0.0005374718116
375	0.0005374796722
376	0.0005374796722
377	0.0005374670721
378	0.0005374670721
379	0.0005374590959
380	0.0005374596161
381	0.0005374632574
382	0.0005374477674
383	0.0005374540097
384	0.000537454761
385	0.0005374452243
386	0.0005374436637
387	0.0005374462647
388	0.0005374181168
389	0.0005293446019
390	0.00052934859
391	0.000529335701
392	0.0005293366835
393	0.0005293366835
394	0.0005293366835
395	0.000529334834
396	0.0005293239101
397	0.0005293172633
398	0.0005293197486
399	0.0005293205
400	0.0005293062816
401	0.0005293157027
402	0.0005293157027
403	0.0005293157027
404	0.0005293157027
405	0.0005293157027
406	0.0005293157605
407	0.0005292929879
408	0.0005293073219
409	0.0005292916008
410	0.0005293082467
411	0.0005292914274
412	0.0005292925834
413	0.0005292980164
414	0.0005292877861
415	0.00052929241
416	0.0005292735677
417	0.0005292747814
418	0.0005292654759
419	0.0005292665741
420	0.0005230633583
421	0.0005230604684
422	0.0005230659015
423	0.000523073473
424	0.0005230424931
425	0.0005147828095
426	0.0005147777232
427	0.0005147784168
428	0.0005147762782
429	0.0005147637938
430	0.000514770036
431	0.000508869684
432	0.0005088590491
433	0.0005088753483
434	0.0005088652335
435	0.0005088652335
436	0.0005088578931
437	0.0005088562748
438	0.000508855928
439	0.0005088532693
440	0.0005088605519
441	0.0005088554078
442	0.0005024258534
443	0.000502412791
444	0.0005024171259
445	0.0005023997286
446	0.0005023997286
447	0.0005024183397
448	0.0005024086295
449	0.000502405624
450	0.000502405624
451	0.0004958334809
452	0.0004958364864
453	0.0004958357351
454	0.0004958235396
455	0.0004958203607
456	0.0004958171818
457	0.0004958171818
458	0.0004958098992
459	0.0004958012294
460	0.0004958155634
461	0.0004958038881
462	0.0004958004202
463	0.0004958028478
464	0.0004957992643
465	0.0004957988019
466	0.000495781
467	0.000495781
468	0.0004957833697
469	0.0004957841789
470	0.0004957909413
471	0.0004957857394
472	0.0004957857394
473	0.0004957677063
474	0.0004957677063
475	0.0004957671283
476	0.0004957773009
477	0.0004957579962
478	0.0004957579962
479	0.0004957642384
480	0.000495770654
481	0.0004957716366
482	0.000495756898
483	0.0004957578806
484	0.00049574372
485	0.000495744009
486	0.0004872187416
487	0.0004872263132
488	0.000487218626
489	0.000487218626
490	0.000487218626
491	0.0004872045232
492	0.0004872130195
493	0.0004872130195
494	0.0004813262502
495	0.0004813135923
496	0.0004813135923
497	0.0004813220598
498	0.0004813207015
499	0.0004813256722
500	0.0004813168868
501	0.0004813039978
502	0.0004813064831
503	0.0004737917634
504	0.0004682347918
505	0.0004682347918
506	0.0004682291853
507	0.0004682347051
508	0.0004682283184
509	0.0004682260642
510	0.0004682126261
511	0.000468211788
512	0.0004682225096
513	0.000468206066
514	0.0004682164408
515	0.000468190865
516	0.0004681962113
517	0.0004682006907
518	0.0004681899691
519	0.0004681899691
520	0.0004681974251
521	0.0004681906916
522	0.0004681844783
523	0.0004681821952
524	0.0004681787562
525	0.0004681787562
526	0.0004681787562
527	0.0004681687571
528	0.0004681712713
529	0.0004681568795
530	0.0004681668497
531	0.0004681505217
532	0.0004681517355
533	0.0004681467359
534	0.0004681620525
535	0.0004681578043
536	0.0004681578043
537	0.0004681324308
538	0.0004681421698
539	0.0004681379216
540	0.000468137517
541	0.000468137517
542	0.0004681196573
543	0.0004681198307
544	0.0004681182124
545	0.0004681182124
546	0.0004681043408
547	0.0004681043408
548	0.0004681047453
549	0.0004681096293
550	0.0004681037339
551	0.0004680907581
552	0.0004681076931
553	0.0004680933302
554	0.0004680967114
555	0.0004681005839
556	0.0004680943416
557	0.0004680910182
558	0.000468084487
559	0.0004680891687
560	0.0004680919141
561	0.0004680835044
562	0.000468077898
563	0.000468080759
564	0.000468079603
565	0.0004680640264
566	0.0004680757305
567	0.0004680557034
568	0.0004680545763
569	0.0004680526401
570	0.0004680561947
571	0.0004680452997
572	0.0004680539116
573	0.0004680478717
574	0.0004680416006
575	0.0004680399533
576	0.0004680423519
577	0.0004680423519
578	0.0004680423519
579	0.0004680529002
580	0.00046803059
581	0.0004680177587
582	0.0004680338267
583	0.0004680264574
584	0.000468017672
585	0.000468017672
586	0.0004680192615
587	0.0004680196372
588	0.0004680120945
589	0.0004680124991
590	0.000468001633
591	0.0004679913448
592	0.0004679913448
593	0.0004679974715
594	0.0004679986274
595	0.0004679948705
596	0.0004679929054
597	0.0004679929054
598	0.000467991576
599	0.0004679967201
600	0.0004679910558
601	0.0004679906802
602	0.0004679857673
603	0.0004679864898
604	0.0004679592378
605	0.0004679774732
606	0.000467971231
607	0.000467971231
608	0.000467955452
609	0.0004679616653
610	0.000467958313
611	0.000467958313
612	0.0004679514928
613	0.0004679514928
614	0.0004679507125
615	0.0004679418983
616	0.000467964642
617	0.0004679494988
618	0.0004679367253
619	0.0004679541227
620	0.0004679498456
621	0.0004679351648
622	0.000467945713
623	0.0004679400198
624	0.0004679372455
625	0.0004679260615
626	0.0004679157445
627	0.000467913317
628	0.0004679044738
629	0.0004679112362
630	0.0004678963531
631	0.000467895804
632	0.0004678985206
633	0.0004678896485
634	0.0004678830306
635	0.0004678830306
636	0.0004678914692
637	0.0004678903421
638	0.0004678903421
639	0.0004678829439
640	0.0004678641594
641	0.0004678589864
642	0.0004678589864
643	0.000467856819
644	0.0004678647085
645	0.0004678548828
646	0.0004678548828
647	0.0004678666736
648	0.0004678521373
649	0.0004678521373
650	0.0004678444501
651	0.000467853669
652	0.000467853669
653	0.000467836474
654	0.0004678535245
655	0.0004678535245
656	0.0004678376299
657	0.0004678376299
658	0.0004678376299
659	0.0004678326304
660	0.0004678237872
661	0.0004678163312
662	0.0004678214464
663	0.0004678318501
664	0.0004678162734
665	0.0004678147418
666	0.0004678087596
667	0.0004678111583
668	0.0004678238161
669	0.0004678049738
670	0.0004678049738
671	0.0004678060142
672	0.000467802633
673	0.000467802633
674	0.000467802633
675	0.0004678022573
676	0.0004678048582
677	0.0004677993963
678	0.000467802922
679	0.0004677830104
680	0.0004677854669
681	0.0004677702081
682	0.0004677702081
683	0.0004677876921
684	0.0004677746585
685	0.0004677729824
686	0.0004677729824
687	0.0004677729824
688	0.0004677569722
689	0.0004677569722
690	0.0004677673181
691	0.0004677713351
692	0.0004677713351
693	0.0004677713351
694	0.0004677713351
695	0.000467759342
696	0.0004677670292
697	0.0004677694567
698	0.0004677592264
699	0.0004677592264
700	0.0004677474066
701	0.0004677478979
702	0.0004677478979
703	0.0004677478979
704	0.0004677659888
705	0.0004677659888
706	0.0004677378988
707	0.0004677378988
708	0.0004677409332
709	0.0004677409332
710	0.0004677409332
711	0.0004677409332
712	0.0004677409332
713	0.0004677409332
714	0.0004677409332
715	0.0004677409332
716	0.0004677409332
717	0.0004677509034
718	0.0004677215996
719	0.0004677406731
720	0.0004677319166
721	0.0004677370607
722	0.0004677310785
723	0.0004677294313
724	0.000467732668
725	0.0004677292579
726	0.0004677292579
727	0.0004677292579
728	0.0004677292579
729	0.0004677292579
730	0.0004677292579
731	0.0004677292579
732	0.0004677238826
733	0.0004677238826
734	0.0004677063408
735	0.0004677119762
736	0.0004677118028
737	0.0004677016013
738	0.0004677115138
739	0.0004677056472
740	0.0004677001275
741	0.0004676919779
742	0.0004676993183
743	0.0004676952435
744	0.0004676788288
745	0.0004676788288
746	0.0004676788288
747	0.0004676788288
748	0.0004676788288
749	0.0004676788288
750	0.0004676875563
751	0.0004676802159
752	0.00046768221
753	0.0004676790311
754	0.0004676790311
755	0.0004676790311
756	0.0004676790311
757	0.0004676790311
758	0.0004676790311
759	0.0004676790311
760	0.0004676790311
761	0.0004676790311
762	0.0004676790311
763	0.0004676790311
764	0.0004676790311
765	0.0004676790311
766	0.0004676790311
767	0.0004676790311
768	0.0004676790311
769	0.0004676790311
770	0.0004676790311
771	0.0004676790311
772	0.0004676790311
773	0.0004676790311
774	0.0004676790311
775	0.0004676790311
776	0.0004676790311
777	0.0004676790311
778	0.0004676790311
779	0.0004676790311
780	0.0004676790311
781	0.0004676790311
782	0.0004676790311
783	0.0004676790311
784	0.0004676790311
785	0.0004676726154
786	0.0004676658241
787	0.0004676662287
788	0.00046767302
789	0.0004676556227
790	0.0004676589172
791	0.0004676560562
792	0.000467648658
793	0.0004676437162
794	0.0004676398148
795	0.0004676373584
796	0.0004676445543
797	0.0004676157129
798	0.0004676157129
799	0.0004676157129
800	0.0004676157129
801	0.0004676157129
802	0.0004676157129
803	0.0004676157129
804	0.0004676157129
805	0.0004676157129
806	0.0004676157129
807	0.0004676157129
808	0.0004676157129
809	0.0004676157129
810	0.0004676157129
811	0.0004676157129
812	0.0004676157129
813	0.0004676157129
814	0.0004676157129
815	0.0004676157129
816	0.0004676157129
817	0.0004676157129
818	0.0004676157129
819	0.0004676157129
820	0.0004676157129
821	0.0004676157129
822	0.0004676157129
823	0.0004676157129
824	0.0004676157129
825	0.0004676157129
826	0.0004676157129
827	0.0004676157129
828	0.0004676157129
829	0.0004676157129
830	0.0004676157129
831	0.0004676157129
832	0.0004676157129
833	0.0004676157129
834	0.0004676157129
835	0.0004676157129
836	0.0004676157129
837	0.0004676157129
838	0.0004676157129
839	0.0004676157129
840	0.0004676157129
841	0.0004676157129
842	0.0004676157129
843	0.0004676157129
844	0.0004676157129
845	0.0004676157129
846	0.0004676157129
847	0.0004676157129
848	0.0004676157129
849	0.0004676157129
850	0.0004676157129
851	0.0004676157129
852	0.0004676157129
853	0.0004676157129
854	0.0004676157129
855	0.0004676157129
856	0.0004676157129
857	0.0004676157129
858	0.0004676157129
859	0.0004676157129
860	0.0004676157129
861	0.0004676157129
862	0.0004676157129
863	0.0004676157129
864	0.0004676157129
865	0.0004676157129
866	0.0004676157129
867	0.0004676157129
868	0.0004676157129
869	0.0004676157129
870	0.0004676157129
871	0.0004676157129
872	0.0004676157129
873	0.0004676157129
874	0.0004676157129
875	0.0004676157129
876	0.0004676157129
877	0.0004676157129
878	0.0004676157129
879	0.0004676157129
880	0.0004676157129
881	0.0004676157129
882	0.0004676157129
883	0.0004676157129
884	0.0004676157129
885	0.0004676157129
886	0.0004676157129
887	0.0004676157129
888	0.0004676157129
889	0.0004676157129
890	0.0004676157129
891	0.0004676157129
892	0.0004676157129
893	0.0004676157129
894	0.0004676157129
895	0.0004676157129
896	0.0004676157129
897	0.0004676157129
898	0.0004676157129
899	0.0004676157129
900	0.0004676157129
901	0.0004676157129
902	0.0004676157129
903	0.0004676157129
904	0.0004676157129
905	0.0004676157129
906	0.0004676157129
907	0.0004676157129
908	0.0004676157129
909	0.0004676157129
910	0.0004676157129
911	0.0004676157129
912	0.0004676157129
913	0.0004676157129
914	0.0004676157129
915	0.0004676157129
916	0.0004676157129
917	0.0004676157129
918	0.0004676157129
919	0.0004676157129
920	0.0004676157129
921	0.0004676157129
922	0.0004676157129
923	0.0004676157129
924	0.0004676157129
925	0.0004676157129
926	0.0004676157129
927	0.0004676157129
928	0.0004676157129
929	0.0004676157129
930	0.0004676157129
931	0.0004676157129
932	0.0004676157129
933	0.0004676157129
934	0.0004676157129
935	0.0004676157129
936	0.0004676157129
937	0.0004676157129
938	0.0004676157129
939	0.0004676157129
940	0.0004676157129
941	0.0004676157129
942	0.0004676157129
943	0.0004676157129
944	0.0004676157129
945	0.0004676157129
946	0.0004676157129
947	0.0004676157129
948	0.0004676157129
949	0.0004676157129
950	0.0004676157129
951	0.0004676157129
952	0.0004676157129
953	0.0004676157129
954	0.0004676157129
955	0.0004676157129
956	0.0004676157129
957	0.0004676157129
958	0.0004676157129
959	0.0004676157129
960	0.0004676157129
961	0.0004676157129
962	0.0004676157129
963	0.0004676157129
964	0.0004676157129
965	0.0004676157129
966	0.0004676157129
967	0.0004676157129
968	0.0004676157129
969	0.0004676157129
970	0.0004676157129
971	0.0004676157129
972	0.0004676157129
973	0.0004676157129
974	0.0004676157129
975	0.0004676157129
976	0.0004676157129
977	0.0004676157129
978	0.0004676157129
979	0.0004676157129
980	0.0004676157129
981	0.0004676157129
982	0.0004676157129
983	0.0004676157129
984	0.0004676157129
985	0.0004676157129
986	0.0004676157129
987	0.0004676157129
988	0.0004676157129
989	0.0004676157129
990	0.0004676157129
991	0.0004676157129
992	0.0004676157129
993	0.0004676157129
994	0.0004676157129
995	0.0004676157129
996	0.0004676157129
997	0.0004676157129
998	0.0004676157129
999	0.0004676157129
